type;ID_TF;ID_from;ID_to;ID_o;date_start;date_end;valid;proba
pinstConf;Q5117-Q22707-P54-2008-01-01-2010-01-01-0.30644;Q5117;Q22707;P54;2008-01-01;2010-01-01;true;0.30644
pinstConf;Q5117-Q22707-P54-2004-01-01-2008-01-01-0.1807;Q5117;Q22707;P54;2004-01-01;2008-01-01;true;0.1807
pinstConf;Q5117-Q22707-P54-2011-01-01-2014-01-01-0.23546;Q5117;Q22707;P54;2011-01-01;2014-01-01;true;0.23546
pinstConf;Q5117-Q22707-P54-2009-01-01-2010-01-01-0.2934;Q5117;Q22707;P54;2009-01-01;2010-01-01;true;0.2934
pinstConf;Q5117-Q22707-P54-2010-01-01-2013-01-01-0.32178;Q5117;Q22707;P54;2010-01-01;2013-01-01;true;0.32178
pinstConf;Q5117-Q22707-P54-2013-01-01-2013-01-01-0.17679;Q5117;Q22707;P54;2013-01-01;2013-01-01;true;0.17679
pinstConf;Q5117-Q314851-P54-2008-01-01-2010-01-01-0.14217;Q5117;Q314851;P54;2008-01-01;2010-01-01;true;0.14217
pinstConf;Q5117-Q314851-P54-2004-01-01-2008-01-01-0.14396;Q5117;Q314851;P54;2004-01-01;2008-01-01;true;0.14396
pinstConf;Q5117-Q314851-P54-2011-01-01-2014-01-01-0.18974;Q5117;Q314851;P54;2011-01-01;2014-01-01;true;0.18974
pinstConf;Q5117-Q314851-P54-2009-01-01-2010-01-01-0.25474;Q5117;Q314851;P54;2009-01-01;2010-01-01;true;0.25474
pinstConf;Q5117-Q314851-P54-2010-01-01-2013-01-01-0.15076;Q5117;Q314851;P54;2010-01-01;2013-01-01;true;0.15076
pinstConf;Q5117-Q314851-P54-2013-01-01-2008-01-01-0.15764001;Q5117;Q314851;P54;2013-01-01;2008-01-01;true;0.15764001
pinstConf;Q5117-Q314851-P54-2005-01-01-2005-01-01-0.20250002;Q5117;Q314851;P54;2005-01-01;2005-01-01;true;0.20250002
pinstConf;Q5117-Q1202759-P54-2008-01-01-2010-01-01-0.17512;Q5117;Q1202759;P54;2008-01-01;2010-01-01;true;0.17512
pinstConf;Q5117-Q1202759-P54-2004-01-01-2008-01-01-0.22955;Q5117;Q1202759;P54;2004-01-01;2008-01-01;true;0.22955
pinstConf;Q5117-Q1202759-P54-2011-01-01-2014-01-01-0.31002;Q5117;Q1202759;P54;2011-01-01;2014-01-01;true;0.31002
pinstConf;Q5117-Q1202759-P54-2009-01-01-2010-01-01-0.27012;Q5117;Q1202759;P54;2009-01-01;2010-01-01;true;0.27012
pinstConf;Q5117-Q1202759-P54-2010-01-01-2013-01-01-0.21851;Q5117;Q1202759;P54;2010-01-01;2013-01-01;true;0.21851
pinstConf;Q5117-Q1202759-P54-2013-01-01-2008-01-01-0.19223;Q5117;Q1202759;P54;2013-01-01;2008-01-01;true;0.19223
pinstConf;Q5117-Q1202759-P54-2005-01-01-2002-01-01-0.15630999;Q5117;Q1202759;P54;2005-01-01;2002-01-01;true;0.15630999
pinstConf;Q5117-Q1202759-P54-2001-01-01-2001-01-01-0.19972;Q5117;Q1202759;P54;2001-01-01;2001-01-01;true;0.19972
pinstConf;Q5117-Q319699-P54-2008-01-01-2010-01-01-0.26995;Q5117;Q319699;P54;2008-01-01;2010-01-01;true;0.26995
pinstConf;Q5117-Q319699-P54-2004-01-01-2008-01-01-0.14006999;Q5117;Q319699;P54;2004-01-01;2008-01-01;true;0.14006999
pinstConf;Q5117-Q319699-P54-2011-01-01-2014-01-01-0.27876002;Q5117;Q319699;P54;2011-01-01;2014-01-01;true;0.27876002
pinstConf;Q5117-Q319699-P54-2009-01-01-2010-01-01-0.20515001;Q5117;Q319699;P54;2009-01-01;2010-01-01;true;0.20515001
pinstConf;Q5117-Q319699-P54-2010-01-01-2013-01-01-0.16302;Q5117;Q319699;P54;2010-01-01;2013-01-01;true;0.16302
pinstConf;Q5117-Q319699-P54-2013-01-01-2008-01-01-0.20565;Q5117;Q319699;P54;2013-01-01;2008-01-01;true;0.20565
pinstConf;Q5117-Q319699-P54-2005-01-01-2002-01-01-0.19773999;Q5117;Q319699;P54;2005-01-01;2002-01-01;true;0.19773999
pinstConf;Q5117-Q319699-P54-2001-01-01-2003-01-01-0.16034;Q5117;Q319699;P54;2001-01-01;2003-01-01;true;0.16034
pinstConf;Q5117-Q319699-P54-2002-01-01-2002-01-01-9.2233722E17;Q5117;Q319699;P54;2002-01-01;2002-01-01;true;9.2233722E17
pinstConf;Q5117-Q2016992-P54-2008-01-01-2010-01-01-0.14268;Q5117;Q2016992;P54;2008-01-01;2010-01-01;true;0.14268
pinstConf;Q5117-Q2016992-P54-2004-01-01-2008-01-01-0.26514;Q5117;Q2016992;P54;2004-01-01;2008-01-01;true;0.26514
pinstConf;Q5117-Q2016992-P54-2011-01-01-2014-01-01-0.36312002;Q5117;Q2016992;P54;2011-01-01;2014-01-01;true;0.36312002
pinstConf;Q5117-Q2016992-P54-2009-01-01-2010-01-01-0.14709;Q5117;Q2016992;P54;2009-01-01;2010-01-01;true;0.14709
pinstConf;Q5117-Q2016992-P54-2010-01-01-2013-01-01-0.36076;Q5117;Q2016992;P54;2010-01-01;2013-01-01;true;0.36076
pinstConf;Q5117-Q2016992-P54-2013-01-01-2008-01-01-0.1817;Q5117;Q2016992;P54;2013-01-01;2008-01-01;true;0.1817
pinstConf;Q5117-Q2016992-P54-2005-01-01-2002-01-01-0.16664;Q5117;Q2016992;P54;2005-01-01;2002-01-01;true;0.16664
pinstConf;Q5117-Q2016992-P54-2001-01-01-2003-01-01-0.2342;Q5117;Q2016992;P54;2001-01-01;2003-01-01;true;0.2342
pinstConf;Q5117-Q2016992-P54-2002-01-01-2004-01-01-0.28991002;Q5117;Q2016992;P54;2002-01-01;2004-01-01;true;0.28991002
pinstConf;Q5117-Q2016992-P54-2003-01-01-2003-01-01-0.31755;Q5117;Q2016992;P54;2003-01-01;2003-01-01;true;0.31755
pinstConf;Q5117-Q324854-P54-2008-01-01-2010-01-01-0.22219;Q5117;Q324854;P54;2008-01-01;2010-01-01;true;0.22219
pinstConf;Q5117-Q324854-P54-2004-01-01-2008-01-01-0.18153;Q5117;Q324854;P54;2004-01-01;2008-01-01;true;0.18153
pinstConf;Q5117-Q324854-P54-2011-01-01-2014-01-01-0.16694;Q5117;Q324854;P54;2011-01-01;2014-01-01;true;0.16694
pinstConf;Q5117-Q324854-P54-2009-01-01-2010-01-01-0.29011;Q5117;Q324854;P54;2009-01-01;2010-01-01;true;0.29011
pinstConf;Q5117-Q324854-P54-2010-01-01-2013-01-01-0.22332999;Q5117;Q324854;P54;2010-01-01;2013-01-01;true;0.22332999
pinstConf;Q5117-Q324854-P54-2013-01-01-2008-01-01-0.22764;Q5117;Q324854;P54;2013-01-01;2008-01-01;true;0.22764
pinstConf;Q5117-Q324854-P54-2005-01-01-2002-01-01-0.17244;Q5117;Q324854;P54;2005-01-01;2002-01-01;true;0.17244
pinstConf;Q5117-Q324854-P54-2001-01-01-2003-01-01-0.24491999;Q5117;Q324854;P54;2001-01-01;2003-01-01;true;0.24491999
pinstConf;Q5117-Q324854-P54-2002-01-01-2004-01-01-0.31912;Q5117;Q324854;P54;2002-01-01;2004-01-01;true;0.31912
pinstConf;Q5117-Q324854-P54-2003-01-01-2005-01-01-0.23333001;Q5117;Q324854;P54;2003-01-01;2005-01-01;true;0.23333001
pinstConf;Q5117-Q324854-P54-2004-01-01-2004-01-01-0.26995;Q5117;Q324854;P54;2004-01-01;2004-01-01;true;0.26995
pinstConf;Q5117-19860317-P569-1986-03-01-1986-03-01-0.13951;Q5117;19860317;P569;1986-03-01;1986-03-01;true;0.13951
pinstConf;Q5170-11550101-P569-1155-01-01-1155-01-01-0.50450003;Q5170;11550101;P569;1155-01-01;1155-01-01;true;0.50450003
pinstConf;Q5172-12100101-P570-1210-01-01-1210-01-01-0.17354;Q5172;12100101;P570;1210-01-01;1210-01-01;true;0.17354
pinstConf;Q5198-11350101-P569-1135-01-01-1135-01-01-0.24768;Q5198;11350101;P569;1135-01-01;1135-01-01;true;0.24768
pinstConf;Q5198-12010101-P570-1201-01-01-1201-01-01-0.17198;Q5198;12010101;P570;1201-01-01;1201-01-01;true;0.17198
pinstConf;Q5233-17861017-P569-1786-10-01-1786-10-01-0.20416;Q5233;17861017;P569;1786-10-01;1786-10-01;true;0.20416
pinstConf;Q5233-17861010-P569-1786-10-01-1786-10-01-0.16982;Q5233;17861010;P569;1786-10-01;1786-10-01;true;0.16982
pinstConf;Q5233-18680315-P570-1868-03-01-1868-03-01-0.36076;Q5233;18680315;P570;1868-03-01;1868-03-01;true;0.36076
pinstConf;Q5271-10950101-P569-1095-01-01-1095-01-01-0.34523;Q5271;10950101;P569;1095-01-01;1095-01-01;true;0.34523
pinstConf;Q5271-11600101-P570-1160-01-01-1160-01-01-0.36273;Q5271;11600101;P570;1160-01-01;1160-01-01;true;0.36273
pinstConf;Q5280-18441230-P570-1844-12-01-1844-12-01-0.37401;Q5280;18441230;P570;1844-12-01;1844-12-01;true;0.37401
pinstConf;Q5280-17690303-P569-1769-03-01-1769-03-01-0.20337999;Q5280;17690303;P569;1769-03-01;1769-03-01;true;0.20337999
pinstConf;Q5335-19530513-P569-1953-05-01-1953-05-01-0.16906;Q5335;19530513;P569;1953-05-01;1953-05-01;true;0.16906
pinstConf;Q5345-19360730-P569-1936-07-01-1936-07-01-0.36718;Q5345;19360730;P569;1936-07-01;1936-07-01;true;0.36718
pinstConf;Q5347-19371031-P569-1937-10-01-1937-10-01-0.21418;Q5347;19371031;P569;1937-10-01;1937-10-01;true;0.21418
pinstConf;Q5347-20100817-P570-2010-08-01-2010-08-01-0.16419;Q5347;20100817;P570;2010-08-01;2010-08-01;true;0.16419
pinstConf;Q5349-18750314-P569-1875-03-01-1875-03-01-0.18549;Q5349;18750314;P569;1875-03-01;1875-03-01;true;0.18549
pinstConf;Q5349-19320714-P570-1932-07-01-1932-07-01-0.20211999;Q5349;19320714;P570;1932-07-01;1932-07-01;true;0.20211999
pinstConf;Q5351-10711022-P569-1071-10-01-1071-10-01-0.33808;Q5351;10711022;P569;1071-10-01;1071-10-01;true;0.33808
pinstConf;Q5351-11270210-P570-1127-02-01-1127-02-01-0.38469;Q5351;11270210;P570;1127-02-01;1127-02-01;true;0.38469
pinstConf;Q5362-19510802-P569-1951-08-01-1951-08-01-0.3305;Q5362;19510802;P569;1951-08-01;1951-08-01;true;0.3305
pinstConf;Q5362-19970916-P570-1997-09-01-1997-09-01-0.14742;Q5362;19970916;P570;1997-09-01;1997-09-01;true;0.14742
pinstConf;Q5380-12000101-P569-1200-01-01-1200-01-01-0.20574999;Q5380;12000101;P569;1200-01-01;1200-01-01;true;0.20574999
pinstConf;Q5380-13000101-P570-1300-01-01-1300-01-01-0.17921999;Q5380;13000101;P570;1300-01-01;1300-01-01;true;0.17921999
pinstConf;Q5383-Q256531-P26-1992-04-01-2016-01-01-0.20058;Q5383;Q256531;P26;1992-04-01;2016-01-01;true;0.20058
pinstConf;Q5383-Q2669959-P26-1992-04-01-2016-01-01-0.16709;Q5383;Q2669959;P26;1992-04-01;2016-01-01;true;0.16709
pinstConf;Q5383-Q2669959-P26-1970-03-01-1980-02-01-0.41579;Q5383;Q2669959;P26;1970-03-01;1980-02-01;true;0.41579
pinstConf;Q5383-19470108-P569-1947-01-01-1947-01-01-0.1615;Q5383;19470108;P569;1947-01-01;1947-01-01;true;0.1615
pinstConf;Q5383-20160110-P570-2016-01-01-2016-01-01-0.54927003;Q5383;20160110;P570;2016-01-01;2016-01-01;true;0.54927003
pinstConf;Q5454-17600616-P569-1760-06-01-1760-06-01-0.17939;Q5454;17600616;P569;1760-06-01;1760-06-01;true;0.17939
pinstConf;Q5454-17600430-P569-1760-04-01-1760-04-01-0.23685999;Q5454;17600430;P569;1760-04-01;1760-04-01;true;0.23685999
pinstConf;Q5454-18360927-P570-1836-09-01-1836-09-01-0.37446;Q5454;18360927;P570;1836-09-01;1836-09-01;true;0.37446
pinstConf;Q5558-17070101-P569-1707-01-01-1707-01-01-0.28171998;Q5558;17070101;P569;1707-01-01;1707-01-01;true;0.28171998
pinstConf;Q5558-17930101-P570-1793-01-01-1793-01-01-0.35075;Q5558;17930101;P570;1793-01-01;1793-01-01;true;0.35075
pinstConf;Q5571-15310131-P570-1531-01-01-1531-01-01-0.17472;Q5571;15310131;P570;1531-01-01;1531-01-01;true;0.17472
pinstConf;Q5571-14860716-P569-1486-07-01-1486-07-01-0.14001;Q5571;14860716;P569;1486-07-01;1486-07-01;true;0.14001
pinstConf;Q5580-14710530-P569-1471-05-01-1471-05-01-0.36885;Q5580;14710530;P569;1471-05-01;1471-05-01;true;0.36885
pinstConf;Q5580-15280416-P570-1528-04-01-1528-04-01-0.25518999;Q5580;15280416;P570;1528-04-01;1528-04-01;true;0.25518999
pinstConf;Q5582-18530330-P569-1853-03-01-1853-03-01-0.18145;Q5582;18530330;P569;1853-03-01;1853-03-01;true;0.18145
pinstConf;Q5582-18900729-P570-1890-07-01-1890-07-01-0.38371998;Q5582;18900729;P570;1890-07-01;1890-07-01;true;0.38371998
pinstConf;Q5586-18490510-P570-1849-05-01-1849-05-01-0.20615001;Q5586;18490510;P570;1849-05-01;1849-05-01;true;0.20615001
pinstConf;Q5586-17601031-P569-1760-10-01-1760-10-01-0.20785001;Q5586;17601031;P569;1760-10-01;1760-10-01;true;0.20785001
pinstConf;Q5587-19890308-P569-1989-03-01-1989-03-01-0.21654001;Q5587;19890308;P569;1989-03-01;1989-03-01;true;0.21654001
pinstConf;Q5591-14540101-P569-1454-01-01-1454-01-01-0.16114;Q5591;14540101;P569;1454-01-01;1454-01-01;true;0.16114
pinstConf;Q5591-15130101-P570-1513-01-01-1513-01-01-0.1812;Q5591;15130101;P570;1513-01-01;1513-01-01;true;0.1812
pinstConf;Q5594-14300101-P569-1430-01-01-1430-01-01-0.19143;Q5594;14300101;P569;1430-01-01;1430-01-01;true;0.19143
pinstConf;Q5594-14790101-P570-1479-01-01-1479-01-01-0.17567;Q5594;14790101;P570;1479-01-01;1479-01-01;true;0.17567
pinstConf;Q5630-10590101-P569-1059-01-01-1059-01-01-0.21861999;Q5630;10590101;P569;1059-01-01;1059-01-01;true;0.21861999
pinstConf;Q5630-11270101-P570-1127-01-01-1127-01-01-0.21905999;Q5630;11270101;P570;1127-01-01;1127-01-01;true;0.21905999
pinstConf;Q5658-11450101-P569-1145-01-01-1145-01-01-0.27357;Q5658;11450101;P569;1145-01-01;1145-01-01;true;0.27357
pinstConf;Q5658-11890101-P570-1189-01-01-1189-01-01-0.29465002;Q5658;11890101;P570;1189-01-01;1189-01-01;true;0.29465002
pinstConf;Q5659-11500101-P569-1150-01-01-1150-01-01-0.21249;Q5659;11500101;P569;1150-01-01;1150-01-01;true;0.21249
pinstConf;Q5659-12190101-P570-1219-01-01-1219-01-01-0.36431998;Q5659;12190101;P570;1219-01-01;1219-01-01;true;0.36431998
pinstConf;Q5661-12270101-P570-1227-01-01-1227-01-01-0.51441;Q5661;12270101;P570;1227-01-01;1227-01-01;true;0.51441
pinstConf;Q5661-11600101-P569-1160-01-01-1160-01-01-0.52734;Q5661;11600101;P569;1160-01-01;1160-01-01;true;0.52734
pinstConf;Q5664-14550227-P570-1455-02-01-1455-02-01-0.30978;Q5664;14550227;P570;1455-02-01;1455-02-01;true;0.30978
pinstConf;Q5664-14000101-P569-1400-01-01-1400-01-01-0.38132;Q5664;14000101;P569;1400-01-01;1400-01-01;true;0.38132
pinstConf;Q5670-07560101-P569-0756-01-01-0756-01-01-0.50450003;Q5670;07560101;P569;0756-01-01;0756-01-01;true;0.50450003
pinstConf;Q5670-08140101-P570-0814-01-01-0814-01-01-0.2401;Q5670;08140101;P570;0814-01-01;0814-01-01;true;0.2401
pinstConf;Q5673-18050402-P569-1805-04-01-1805-04-01-0.21010001;Q5673;18050402;P569;1805-04-01;1805-04-01;true;0.21010001
pinstConf;Q5673-18750804-P570-1875-08-01-1875-08-01-0.1515;Q5673;18750804;P570;1875-08-01;1875-08-01;true;0.1515
pinstConf;Q5676-16941128-P570-1694-11-01-1694-11-01-0.29072002;Q5676;16941128;P570;1694-11-01;1694-11-01;true;0.29072002
pinstConf;Q5676-16941012-P570-1694-10-01-1694-10-01-0.18575;Q5676;16941012;P570;1694-10-01;1694-10-01;true;0.18575
pinstConf;Q5676-16440101-P569-1644-01-01-1644-01-01-0.30644;Q5676;16440101;P569;1644-01-01;1644-01-01;true;0.30644
pinstConf;Q5721-18560424-P569-1856-04-01-1856-04-01-0.30366;Q5721;18560424;P569;1856-04-01;1856-04-01;true;0.30366
pinstConf;Q5721-19510723-P570-1951-07-01-1951-07-01-0.23039;Q5721;19510723;P570;1951-07-01;1951-07-01;true;0.23039
pinstConf;Q5749-Q21518925-P26-1849-12-01-1849-12-01-0.17849;Q5749;Q21518925;P26;1849-12-01;1849-12-01;true;0.17849
pinstConf;Q5749-18090115-P569-1809-01-01-1809-01-01-0.30184;Q5749;18090115;P569;1809-01-01;1809-01-01;true;0.30184
pinstConf;Q5749-18650119-P570-1865-01-01-1865-01-01-0.1886;Q5749;18650119;P570;1865-01-01;1865-01-01;true;0.1886
pinstConf;Q5811-14011230-P569-1401-12-01-1401-12-01-0.20038;Q5811;14011230;P569;1401-12-01;1401-12-01;true;0.20038
pinstConf;Q5811-14280101-P570-1428-01-01-1428-01-01-0.20250002;Q5811;14280101;P570;1428-01-01;1428-01-01;true;0.20250002
pinstConf;Q5816-Q710752-P26-1908-01-01-1910-02-01-0.51100004;Q5816;Q710752;P26;1908-01-01;1910-02-01;true;0.51100004
pinstConf;Q5816-Q284278-P26-1908-01-01-1910-02-01-0.16642;Q5816;Q284278;P26;1908-01-01;1910-02-01;true;0.16642
pinstConf;Q5816-Q284278-P26-1920-01-01-1930-01-01-0.28153998;Q5816;Q284278;P26;1920-01-01;1930-01-01;true;0.28153998
pinstConf;Q5816-Q272321-P26-1908-01-01-1910-02-01-0.20826001;Q5816;Q272321;P26;1908-01-01;1910-02-01;true;0.20826001
pinstConf;Q5816-Q272321-P26-1920-01-01-1930-01-01-0.1513;Q5816;Q272321;P26;1920-01-01;1930-01-01;true;0.1513
pinstConf;Q5816-Q272321-P26-1928-01-01-1938-01-01-0.14313;Q5816;Q272321;P26;1928-01-01;1938-01-01;true;0.14313
pinstConf;Q5816-Q236017-P26-1908-01-01-1910-02-01-0.24754;Q5816;Q236017;P26;1908-01-01;1910-02-01;true;0.24754
pinstConf;Q5816-Q236017-P26-1920-01-01-1930-01-01-0.14191;Q5816;Q236017;P26;1920-01-01;1930-01-01;true;0.14191
pinstConf;Q5816-Q236017-P26-1928-01-01-1938-01-01-0.2576;Q5816;Q236017;P26;1928-01-01;1938-01-01;true;0.2576
pinstConf;Q5816-Q236017-P26-1938-11-01-1976-09-01-0.19206001;Q5816;Q236017;P26;1938-11-01;1976-09-01;true;0.19206001
pinstConf;Q5816-18931226-P569-1893-12-01-1893-12-01-0.24328999;Q5816;18931226;P569;1893-12-01;1893-12-01;true;0.24328999
pinstConf;Q5816-19760909-P570-1976-09-01-1976-09-01-0.39658;Q5816;19760909;P570;1976-09-01;1976-09-01;true;0.39658
pinstConf;Q5820-19850813-P569-1985-08-01-1985-08-01-0.25579;Q5820;19850813;P569;1985-08-01;1985-08-01;true;0.25579
pinstConf;Q5921-19261018-P569-1926-10-01-1926-10-01-0.20192;Q5921;19261018;P569;1926-10-01;1926-10-01;true;0.20192
pinstConf;Q6017-19860426-P569-1986-04-01-1986-04-01-0.28135;Q6017;19860426;P569;1986-04-01;1986-04-01;true;0.28135
pinstConf;Q6100-19880129-P569-1988-01-01-1988-01-01-0.28381;Q6100;19880129;P569;1988-01-01;1988-01-01;true;0.28381
pinstConf;Q6105-19290308-P569-1929-03-01-1929-03-01-0.2889;Q6105;19290308;P569;1929-03-01;1929-03-01;true;0.2889
pinstConf;Q6105-20120929-P570-2012-09-01-2012-09-01-0.20337999;Q6105;20120929;P570;2012-09-01;2012-09-01;true;0.20337999
pinstConf;Q6107-19710616-P569-1971-06-01-1971-06-01-0.30667;Q6107;19710616;P569;1971-06-01;1971-06-01;true;0.30667
pinstConf;Q6107-19960914-P570-1996-09-01-1996-09-01-0.19323;Q6107;19960914;P570;1996-09-01;1996-09-01;true;0.19323
pinstConf;Q6279-19421120-P569-1942-11-01-1942-11-01-0.17237;Q6279;19421120;P569;1942-11-01;1942-11-01;true;0.17237
pinstConf;Q6319-19820603-P569-1982-06-01-1982-06-01-0.17599;Q6319;19820603;P569;1982-06-01;1982-06-01;true;0.17599
pinstConf;Q6348-19840212-P569-1984-02-01-1984-02-01-0.23015001;Q6348;19840212;P569;1984-02-01;1984-02-01;true;0.23015001
pinstConf;Q6363-19900722-P569-1990-07-01-1990-07-01-0.14881;Q6363;19900722;P569;1990-07-01;1990-07-01;true;0.14881
pinstConf;Q6419-19810630-P569-1981-06-01-1981-06-01-0.13988;Q6419;19810630;P569;1981-06-01;1981-06-01;true;0.13988
pinstConf;Q6427-19810822-P569-1981-08-01-1981-08-01-0.29786;Q6427;19810822;P569;1981-08-01;1981-08-01;true;0.29786
pinstConf;Q6512-18130505-P569-1813-05-01-1813-05-01-0.33652002;Q6512;18130505;P569;1813-05-01;1813-05-01;true;0.33652002
pinstConf;Q6512-18551111-P570-1855-11-01-1855-11-01-0.26336998;Q6512;18551111;P570;1855-11-01;1855-11-01;true;0.26336998
pinstConf;Q6515-19110709-P569-1911-07-01-1911-07-01-0.15484999;Q6515;19110709;P569;1911-07-01;1911-07-01;true;0.15484999
pinstConf;Q6515-19681117-P570-1968-11-01-1968-11-01-0.25297;Q6515;19681117;P570;1968-11-01;1968-11-01;true;0.25297
pinstConf;Q6527-17120628-P569-1712-06-01-1712-06-01-0.15326999;Q6527;17120628;P569;1712-06-01;1712-06-01;true;0.15326999
pinstConf;Q6527-17780702-P570-1778-07-01-1778-07-01-0.17662999;Q6527;17780702;P570;1778-07-01;1778-07-01;true;0.17662999
pinstConf;Q6538-19271016-P569-1927-10-01-1927-10-01-0.19422999;Q6538;19271016;P569;1927-10-01;1927-10-01;true;0.19422999
pinstConf;Q6538-20150413-P570-2015-04-01-2015-04-01-0.14422;Q6538;20150413;P570;2015-04-01;2015-04-01;true;0.14422
pinstConf;Q6682-18320106-P569-1832-01-01-1832-01-01-0.15885;Q6682;18320106;P569;1832-01-01;1832-01-01;true;0.15885
pinstConf;Q6682-18830123-P570-1883-01-01-1883-01-01-0.15729001;Q6682;18830123;P570;1883-01-01;1883-01-01;true;0.15729001
pinstConf;Q6733-19080115-P569-1908-01-01-1908-01-01-0.15305999;Q6733;19080115;P569;1908-01-01;1908-01-01;true;0.15305999
pinstConf;Q6733-20030909-P570-2003-09-01-2003-09-01-0.27409;Q6733;20030909;P570;2003-09-01;2003-09-01;true;0.27409
pinstConf;Q6817-Q994701-P54-1999-01-01-2000-01-01-0.18012;Q6817;Q994701;P54;1999-01-01;2000-01-01;true;0.18012
pinstConf;Q6817-Q141931-P54-1999-01-01-2000-01-01-0.48588;Q6817;Q141931;P54;1999-01-01;2000-01-01;true;0.48588
pinstConf;Q6817-Q141931-P54-1998-01-01-1999-01-01-0.27218002;Q6817;Q141931;P54;1998-01-01;1999-01-01;true;0.27218002
pinstConf;Q6817-Q702455-P54-1999-01-01-2000-01-01-0.30297;Q6817;Q702455;P54;1999-01-01;2000-01-01;true;0.30297
pinstConf;Q6817-Q702455-P54-1998-01-01-1999-01-01-0.32098;Q6817;Q702455;P54;1998-01-01;1999-01-01;true;0.32098
pinstConf;Q6817-Q702455-P54-2009-01-01-2012-01-01-0.15638;Q6817;Q702455;P54;2009-01-01;2012-01-01;true;0.15638
pinstConf;Q6817-Q153535-P54-1999-01-01-2000-01-01-0.15764001;Q6817;Q153535;P54;1999-01-01;2000-01-01;true;0.15764001
pinstConf;Q6817-Q153535-P54-1998-01-01-1999-01-01-0.24477999;Q6817;Q153535;P54;1998-01-01;1999-01-01;true;0.24477999
pinstConf;Q6817-Q153535-P54-2009-01-01-2012-01-01-0.20989001;Q6817;Q153535;P54;2009-01-01;2012-01-01;true;0.20989001
pinstConf;Q6817-Q153535-P54-2000-01-01-2003-01-01-0.18886;Q6817;Q153535;P54;2000-01-01;2003-01-01;true;0.18886
pinstConf;Q6817-Q161034-P54-1999-01-01-2000-01-01-0.17736;Q6817;Q161034;P54;1999-01-01;2000-01-01;true;0.17736
pinstConf;Q6817-Q161034-P54-1998-01-01-1999-01-01-0.23259;Q6817;Q161034;P54;1998-01-01;1999-01-01;true;0.23259
pinstConf;Q6817-Q161034-P54-2009-01-01-2012-01-01-0.22379;Q6817;Q161034;P54;2009-01-01;2012-01-01;true;0.22379
pinstConf;Q6817-Q161034-P54-2000-01-01-2003-01-01-0.40221;Q6817;Q161034;P54;2000-01-01;2003-01-01;true;0.40221
pinstConf;Q6817-Q161034-P54-2003-01-01-2008-01-01-0.15771;Q6817;Q161034;P54;2003-01-01;2008-01-01;true;0.15771
pinstConf;Q6817-Q155730-P54-1999-01-01-2000-01-01-0.21134;Q6817;Q155730;P54;1999-01-01;2000-01-01;true;0.21134
pinstConf;Q6817-Q155730-P54-1998-01-01-1999-01-01-0.30229002;Q6817;Q155730;P54;1998-01-01;1999-01-01;true;0.30229002
pinstConf;Q6817-Q155730-P54-2009-01-01-2012-01-01-0.39658;Q6817;Q155730;P54;2009-01-01;2012-01-01;true;0.39658
pinstConf;Q6817-Q155730-P54-2000-01-01-2003-01-01-0.17551;Q6817;Q155730;P54;2000-01-01;2003-01-01;true;0.17551
pinstConf;Q6817-Q155730-P54-2003-01-01-2008-01-01-0.15793;Q6817;Q155730;P54;2003-01-01;2008-01-01;true;0.15793
pinstConf;Q6817-Q155730-P54-2008-01-01-2009-01-01-0.26928002;Q6817;Q155730;P54;2008-01-01;2009-01-01;true;0.26928002
pinstConf;Q6817-Q15789-P54-1999-01-01-2000-01-01-0.14828;Q6817;Q15789;P54;1999-01-01;2000-01-01;true;0.14828
pinstConf;Q6817-Q15789-P54-1998-01-01-1999-01-01-0.32452;Q6817;Q15789;P54;1998-01-01;1999-01-01;true;0.32452
pinstConf;Q6817-Q15789-P54-2009-01-01-2012-01-01-0.19652;Q6817;Q15789;P54;2009-01-01;2012-01-01;true;0.19652
pinstConf;Q6817-Q15789-P54-2000-01-01-2003-01-01-0.17128;Q6817;Q15789;P54;2000-01-01;2003-01-01;true;0.17128
pinstConf;Q6817-Q15789-P54-2003-01-01-2008-01-01-0.27063;Q6817;Q15789;P54;2003-01-01;2008-01-01;true;0.27063
pinstConf;Q6817-Q15789-P54-2008-01-01-2009-01-01-0.45851;Q6817;Q15789;P54;2008-01-01;2009-01-01;true;0.45851
pinstConf;Q6817-Q15789-P54-1999-01-01-2000-01-01-0.14147;Q6817;Q15789;P54;1999-01-01;2000-01-01;true;0.14147
pinstConf;Q6817-19800518-P569-1980-05-01-1980-05-01-0.16657;Q6817;19800518;P569;1980-05-01;1980-05-01;true;0.16657
pinstConf;Q6950-19530612-P569-1953-06-01-1953-06-01-0.14052;Q6950;19530612;P569;1953-06-01;1953-06-01;true;0.14052
pinstConf;Q7031-15231026-P570-1523-10-01-1523-10-01-0.28711;Q7031;15231026;P570;1523-10-01;1523-10-01;true;0.28711
pinstConf;Q7104-17231208-P569-1723-12-01-1723-12-01-0.50933;Q7104;17231208;P569;1723-12-01;1723-12-01;true;0.50933
pinstConf;Q7104-17890121-P570-1789-01-01-1789-01-01-0.15659;Q7104;17890121;P570;1789-01-01;1789-01-01;true;0.15659
pinstConf;Q7186-Q37463-P26-1895-07-01-1906-01-01-0.14782;Q7186;Q37463;P26;1895-07-01;1906-01-01;true;0.14782
